height,gender
148.73429099103427,F
155.25376630701322,F
154.46329680642273,F
156.4996588890194,F
154.94635948113944,F
151.1923775599338,F
149.8944839973258,F
155.9751137739834,F
153.20214941460588,F
157.91363231262022,F
148.79076463167507,F
145.72468880346375,F
150.32698967843822,F
148.55790661455066,F
156.31333040772108,F
143.1253801322323,F
155.97431170600547,F
144.9606206760018,F
160.82747896775237,F
151.5105066696746,F
145.83538671426012,F
153.16219184699324,F
156.1447156494596,F
154.9951612846044,F
151.2508859538566,F
149.1618577791115,F
149.00900329780197,F
146.37135243951,F
148.05157632973717,F
153.13579072756588,F
150.14264111539183,F
160.47306618238898,F
150.44924739312583,F
156.9852312447699,F
150.67416753049025,F
153.97943195626067,F
153.65336789967287,F
157.96247331500007,F
159.7120499051349,F
139.70079848356593,F
144.6753313442549,F
154.1299168321031,F
161.70284154360175,F
147.43467085934643,F
154.7057020227692,F
153.75483180661806,F
139.95562172282652,F
148.78258676776744,F
150.20028014478464,F
147.3296935315868,F
158.1268275127174,F
152.3518025369299,F
145.17727148614244,F
154.7433972102391,F
154.13814747343662,F
156.42054081872055,F
148.56808361888773,F
151.74555571419364,F
148.6366442620807,F
145.58078555921736,F
152.9536812498043,F
156.29352195470418,F
153.42427961953774,F
139.86260297380332,F
150.16867227377736,F
143.3561732767948,F
153.08299158065176,F
150.59402288815866,F
157.9229088112923,F
154.42235652472445,F
145.13155947277352,F
146.67338665766965,F
147.36822283846183,F
151.6544469357936,F
147.7100473873724,F
156.37900394938373,F
152.77149990170156,F
154.493790875684,F
146.2162407436624,F
146.22165905447224,F
140.85489665451718,F
153.43796087144645,F
146.25539828921055,F
143.58774476360128,F
152.64059950305463,F
153.052541269014,F
148.93305250281654,F
156.3544373079143,F
157.28680010386176,F
155.67638833093235,F
150.56372035979,F
151.67583195899877,F
155.64490272060277,F
157.13299002064375,F
148.6345124384699,F
150.5377105367927,F
150.2928337970832,F
147.41148290757033,F
145.23741759478904,F
154.44535408307675,F
153.87532582464814,F
153.43996056122205,F
147.41846830011576,F
154.56513632061643,F
152.43912992247886,F
158.7679573237635,F
154.43757093921474,F
146.09441236216838,F
158.61154140471322,F
155.52620465240426,F
155.90255898385877,F
142.5741427310907,F
152.8558050655184,F
149.7037125561009,F
151.0961525761092,F
155.79118451268494,F
151.42984411987942,F
156.2211206795596,F
154.20545086989006,F
150.22638448226226,F
150.90527331262524,F
150.47256918580987,F
152.5292210390158,F
148.73982745380604,F
155.26785135150016,F
145.52720507001834,F
144.7625163995323,F
159.05301719030973,F
154.45782408467724,F
159.1811995040851,F
159.24518745341047,F
146.64731868050333,F
153.79011201099613,F
154.17450986204787,F
151.30750370545155,F
136.10990510589602,F
162.28556949261645,F
147.40223445850674,F
149.8675896734716,F
147.88923208973762,F
157.9820991543811,F
149.42352018422216,F
152.37105038648815,F
150.62475429941065,F
157.45723269943602,F
152.02199163653452,F
155.82214494379295,F
158.4984528637781,F
159.69365027196017,F
160.49650392211987,F
153.10603946437004,F
144.3545787289206,F
157.74575760425213,F
152.81525385576956,F
147.08181760254757,F
148.61530643928504,F
149.92660980749156,F
153.93013437848398,F
148.532246174942,F
144.6629721581529,F
158.5126124416823,F
150.79556110298273,F
151.1373115032041,F
150.95753237313895,F
147.43486932047466,F
151.0507214994174,F
146.72456126475166,F
151.88680058169237,F
155.69721948463697,F
149.71671636302017,F
157.1946503070954,F
156.13387975955786,F
154.5082797672342,F
150.7191958804686,F
151.9802535080143,F
158.86028196206084,F
148.55530609224468,F
149.3006712021305,F
146.296696961025,F
155.97609854724766,F
153.62928856122488,F
145.1529141680778,F
160.0372325228178,F
156.373921436694,F
148.3378825332524,F
152.5891629955552,F
149.53995703729544,F
150.67848857320857,F
151.48848967743095,F
155.6446682930894,F
154.24353084413733,F
158.0142961770112,F
146.1468239315797,F
152.06406595975037,F
151.95824438904646,F
148.21866829503767,F
149.0531309763384,F
157.10378460618432,F
150.12828422019612,F
161.83441305782495,F
143.07525158106822,F
144.82730114412567,F
156.2452235109004,F
149.4413941124302,F
155.2033526100212,F
157.85854262127802,F
157.27532715048497,F
151.0689741685369,F
155.4382120833584,F
152.9173239622868,F
146.07423968849722,F
164.1282011809299,F
148.84947049129,F
139.76065659721715,F
150.95544180466018,F
154.69512396305294,F
159.2255653781559,F
154.96747750104518,F
152.92087387585897,F
152.0659638721692,F
156.5338604403882,F
157.51061979900825,F
153.94837041753084,F
151.97023870586236,F
159.79548620853208,F
148.76284761185406,F
162.5182831564851,F
161.08399883590283,F
149.9433930548886,F
154.12757626354508,F
152.59194520149566,F
153.89390552059723,F
143.4105670694519,F
144.70310822603076,F
159.1293710109307,F
147.21304217658388,F
153.49486355921482,F
151.8286129948423,F
155.46836349159278,F
149.17022874521587,F
155.60232289439028,F
153.8373593420945,F
152.62654052517755,F
154.86199401899128,F
152.6682876403029,F
154.76018927487547,F
152.47681749544267,F
158.12370174222337,F
151.79732789889138,F
145.43612680973538,F
153.40761657981628,F
146.16608684548186,F
150.5755230294893,F
156.99294023736317,F
152.86176153663754,F
149.65523676592284,F
153.08860505727884,F
156.84952629076915,F
149.65364537867768,F
156.9530636362858,F
146.6080565279905,F
149.893276634989,F
146.0927229767999,F
153.66377350068873,F
140.4734931215749,F
149.19598062854203,F
151.26744661305744,F
147.02266369349329,F
152.37618724024216,F
147.89254605136455,F
160.47705088403927,F
154.84802045051532,F
151.62100425667242,F
158.41786628443518,F
159.13128952193702,F
155.50316452886392,F
158.76010303262888,F
161.8855998678813,F
150.90094393653234,F
152.82836395630238,F
151.1320361799857,F
158.09184044996215,F
163.81453204796065,F
155.60527209209567,F
145.14987913623764,F
147.30357017340594,F
154.62002293072294,F
157.57296532968422,F
153.40347474557305,F
159.7536264974202,F
147.22488335996823,F
155.27170658928665,F
155.77476132866158,F
150.29867770987067,F
151.73621668971163,F
156.06450204525646,F
149.42112022782976,F
146.1812440136078,F
155.27759174757904,F
145.0410739045958,F
152.39599895151858,F
154.20414486725423,F
147.60361567724686,F
149.40967215294384,F
142.68108781701747,F
141.58465582126811,F
149.57398291624634,F
144.80210343787758,F
149.61822682644868,F
151.94223409645778,F
147.680646300528,F
169.02867864914245,F
152.61945351055655,F
149.21222050728733,F
152.53299502688665,F
153.85981527223794,F
151.23744317000245,F
139.4765418569707,F
155.3632812286231,F
147.4246183174172,F
150.98416826630807,F
146.95160031373516,F
148.45799618117005,F
145.49829663696136,F
154.02872839769498,F
150.22100726477024,F
144.63237223621923,F
146.96101999392297,F
146.59441230275183,F
149.72874505505976,F
152.03672555908938,F
153.181255176151,F
155.401948896798,F
148.5448123449438,F
150.34776482304414,F
153.56055194368642,F
145.86553818023387,F
149.3694865919535,F
155.94050247343554,F
150.31966388265005,F
155.36946615116022,F
148.63441792498662,F
154.50534949881026,F
155.13931720716232,F
149.0892567838075,F
157.00123395297334,F
161.18050093369092,F
139.04463605247528,F
150.1871746370214,F
149.61225044112675,F
148.30347784255434,F
158.64432224567236,F
159.22263319471614,F
150.19170887892184,F
142.18647235526973,F
144.06989849252113,F
144.4259699909448,F
150.21569149406602,F
152.61691836851918,F
164.38328674688643,F
157.5261615517954,F
144.08013069781435,F
143.603086361378,F
147.42968342395423,F
147.8739252149749,F
151.09285623016453,F
155.22329984908495,F
152.39381338151748,F
159.99773619584118,F
152.90135444058816,F
155.91182101188795,F
149.09396626678517,F
148.64730673262878,F
150.08843687591778,F
154.93693661923362,F
145.35891905574525,F
151.413787280042,F
149.15840962310165,F
157.2761242634241,F
155.16902299317897,F
150.3385719287571,F
157.78385647740464,F
154.9429594577697,F
157.7006894204714,F
159.57264048476742,F
151.56214822034067,F
162.13392541909298,F
160.22773909320003,F
149.7687026587407,F
159.9320498547078,F
154.76872030127873,F
152.0103517809651,F
147.1035999030783,F
151.63400425297365,F
148.48883348729075,F
150.3126093232189,F
150.80538030407627,F
153.11558452566018,F
153.84036635229606,F
145.51345565366324,F
158.77948206354836,F
146.0976783040662,F
144.27260297884462,F
157.87459616885369,F
150.4425802423569,F
144.0306681936367,F
139.5229379526425,F
151.95701962334482,F
159.92802002961463,F
150.820331910873,F
153.9513498182033,F
156.9761848583016,F
146.19171083426681,F
152.32906226300202,F
150.5100234358827,F
148.6376992522142,F
153.2814232484065,F
153.33633014211264,F
142.17316145991344,F
152.40259861345734,F
147.0423362234196,F
151.60528799386915,F
149.58173764218344,F
156.37149571203483,F
145.5528213108592,F
155.93653082647492,F
166.09418291892183,F
155.75219582570557,F
151.45681269619234,F
153.54364485557318,F
148.6146222976456,F
154.10905534557838,F
155.6299200949727,F
148.42376402295045,F
148.52098483541897,F
137.8965187814174,F
154.91974837773532,F
160.11815649367873,F
150.89899927772828,F
154.07443170351976,F
152.38920511185523,F
150.9093961869708,F
153.69646365865253,F
153.64690461053183,F
155.85580128025495,F
144.50923789077154,F
155.7197486183837,F
155.77309561815298,F
146.06229269285632,F
146.7131758051622,F
166.24736957077388,F
155.56924146095474,F
147.47203919357904,F
147.23303878141994,F
148.6715578614337,F
148.91967209643707,F
146.8985661308342,F
155.72841933797616,F
149.38306678342113,F
148.6601475879082,F
156.83549626379846,F
151.8574877439922,F
151.53272837906297,F
151.4894389518417,F
158.795957865285,F
148.02982203006894,F
150.25999780403717,F
148.47052022735122,F
150.0558406019936,F
150.86792863130606,F
152.6705028742628,F
148.9668093796109,F
144.99046053613137,F
146.22711199059367,F
152.76302946316832,F
152.86204875955147,F
160.2125853911701,F
149.3651110386419,F
144.4340213621791,F
156.7393359447597,F
148.23263317830018,F
151.17428017351438,F
155.1784673381569,F
153.35078613319124,F
152.63505443630572,F
159.329726047999,F
154.02585865069955,F
147.27134198655182,F
154.82088895633427,F
157.5153113760813,F
153.30438138322705,F
146.34600063218403,F
153.28618364869405,F
153.30375977069752,F
159.82532558440005,F
146.282926502162,F
153.59687741678016,F
151.7077857688468,F
162.3856742473056,F
142.60731089430297,F
156.67086641930808,F
141.19533026449147,F
167.78196344312767,F
159.22398124733797,F
147.26617331781847,F
156.01504161253465,F
152.28154163504334,F
152.1376060371815,F
141.89677368374873,F
153.71767581002325,F
156.86154400359484,F
145.25221831391903,F
147.2339992478115,F
160.86806431942387,F
145.44858403487754,F
155.37078530562172,F
146.83541329353238,F
150.08007223680355,F
153.87629732701888,F
142.80546438515947,F
143.13527786497707,F
142.6841772204745,F
150.79536232144847,F
148.73292386692907,F
156.58065352312724,F
159.19632794371884,F
153.92752883166924,F
153.43880929065676,F
151.51038832180265,F
152.66143382545798,F
153.06687983925949,F
154.16029361582991,F
150.31462650789422,F
156.47481199244618,F
144.4788618177067,F
151.8822793678896,F
151.5434552527025,F
158.7411969711286,F
148.81650809794226,F
151.62951877332057,F
153.49956373307265,F
156.04114417607278,F
146.44097170866254,F
147.93506288959168,F
153.44159845575194,F
149.18433117390333,F
149.5871483152759,F
149.17124987001483,F
147.495208625071,F
152.575967785059,F
156.6548168589005,F
151.33928836416436,F
160.89347948627508,F
158.92870286747686,F
152.7174720370994,F
145.52245537702953,F
146.37901705454402,F
157.21690171077933,F
144.33123945876022,F
148.6314721840491,F
146.84627221902886,F
150.2817134743363,F
146.52291371461075,F
151.00938912857976,F
148.46713978327998,F
151.68253463669726,F
160.568275330701,F
165.30139989594488,F
149.57102210454755,F
149.0606519021202,F
147.22838752630787,F
150.55342137522607,F
149.53077135834627,F
152.0933829720777,F
147.09281034818179,F
151.62255808225694,F
155.4355786626935,F
151.61337903012117,F
148.11303712020512,F
154.61254763870136,F
148.51634410016013,F
151.98831137809503,F
156.77540645129065,F
150.70620623057206,F
151.86880656551628,F
139.95746964979145,F
161.55019241244915,F
144.86408481605375,F
146.85969820237767,F
151.88672182381586,F
159.4300857970445,F
146.3311414629199,F
138.89050727092288,F
149.28100635039766,F
152.49856592161404,F
148.37289335444433,F
155.53893628729782,F
158.75619009067543,F
146.55404836541712,F
158.44240911784672,F
146.29670046431045,F
